C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_40_58_723.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_40_58_723.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_40_58_723.jpg, 0, 0, 0, 8.121793E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_40_58_824.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_40_58_824.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_40_58_824.jpg, 0, 0, 0, 8.084453E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_40_58_926.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_40_58_926.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_40_58_926.jpg, 0, 0, 0, 8.219999E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_40_59_029.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_40_59_029.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_40_59_029.jpg, 0, 0, 0, 8.096605E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_40_59_129.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_40_59_129.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_40_59_129.jpg, 0, 0, 0, 8.074217E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_40_59_229.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_40_59_229.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_40_59_229.jpg, 0, 0, 0, 8.251383E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_40_59_330.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_40_59_330.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_40_59_330.jpg, 0, 0.1445318, 0, 0.04203076
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_40_59_429.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_40_59_429.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_40_59_429.jpg, 0, 0.4448418, 0, 0.4678874
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_40_59_533.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_40_59_533.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_40_59_533.jpg, 0, 0.74314, 0, 1.161552
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_40_59_636.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_40_59_636.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_40_59_636.jpg, 0, 1, 0, 2.225231
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_40_59_736.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_40_59_736.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_40_59_736.jpg, 0, 1, 0, 3.417986
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_40_59_840.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_40_59_840.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_40_59_840.jpg, 0.1308587, 1, 0, 4.588236
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_40_59_942.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_40_59_942.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_40_59_942.jpg, 0.0353335, 1, 0, 5.96959
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_41_00_045.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_41_00_045.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_41_00_045.jpg, 0, 1, 0, 7.11445
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_41_00_147.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_41_00_147.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_41_00_147.jpg, 0, 1, 0, 8.249958
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_41_00_251.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_41_00_251.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_41_00_251.jpg, 0, 1, 0, 9.374457
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_41_00_355.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_41_00_355.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_41_00_355.jpg, 0.2732484, 1, 0, 10.4662
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_41_00_456.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_41_00_456.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_41_00_456.jpg, 0.3790858, 1, 0, 11.60506
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_41_00_556.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_41_00_556.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_41_00_556.jpg, 0.07776053, 1, 0, 12.54179
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_41_00_659.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_41_00_659.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_41_00_659.jpg, 0, 1, 0, 13.63048
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\center_2019_02_02_14_41_00_763.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\left_2019_02_02_14_41_00_763.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\IMG\right_2019_02_02_14_41_00_763.jpg, 0, 1, 0, 14.88749
