C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_36_640.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_36_640.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_36_640.jpg, 0, 0, 0, 7.797272E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_36_742.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_36_742.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_36_742.jpg, 0, 0, 0, 7.793913E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_36_843.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_36_843.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_36_843.jpg, 0, 0, 0, 7.78545E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_36_943.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_36_943.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_36_943.jpg, 0, 0, 0, 7.803631E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_37_044.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_37_044.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_37_044.jpg, 0, 0, 0, 7.969631E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_37_145.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_37_145.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_37_145.jpg, 0, 0, 0, 7.897904E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_37_247.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_37_247.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_37_247.jpg, 0, 0, 0, 7.837229E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_37_347.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_37_347.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_37_347.jpg, 0, 0, 0, 7.873009E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_37_448.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_37_448.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_37_448.jpg, 0, 0, 0, 7.923855E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_37_549.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_37_549.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_37_549.jpg, 0, 0, 0, 7.931028E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_37_651.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_37_651.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_37_651.jpg, 0, 0, 0, 7.779759E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_37_754.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_37_754.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_37_754.jpg, 0, 0, 0, 7.895386E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_37_853.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_37_853.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_37_853.jpg, 0, 0, 0, 7.803491E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_37_955.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_37_955.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_37_955.jpg, 0, 0, 0, 7.831128E-05
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_38_057.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_38_057.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_38_057.jpg, 0, 0.2011056, 0, 0.1141682
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_38_160.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_38_160.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_38_160.jpg, 0, 0.5591086, 0, 0.6335479
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_38_260.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_38_260.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_38_260.jpg, 0, 0.8539813, 0, 1.46815
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_38_360.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_38_360.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_38_360.jpg, 0, 1, 0, 2.657179
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_38_462.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_38_462.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_38_462.jpg, 0, 1, 0, 3.833036
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_38_563.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_38_563.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_38_563.jpg, 0, 1, 0, 5.001334
C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\center_2019_02_02_14_26_38_663.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\left_2019_02_02_14_26_38_663.jpg, C:\Users\Guest-1\Documents\UdacitySim\Data\IMG\right_2019_02_02_14_26_38_663.jpg, -0.1443556, 1, 0, 6.15368
